9782,1951,13,7866.1587,424.5486,5829.2576,JIqPF,vX,NpNlqZcDHlRNKj,crzC
4811,-7932,-3812,9629.0749,6541.1268,-3296.6908,SUzlBQhCkthJUVMH,WnMAHXEYuqgmCqFM,ggVcakyjhnNUPIbVUol,fIbkYeGBzo
5834,-2018,7469,-7421.4132,7316.0541,-6621.1941,VkcTmv,gyroADaggtxVoQjk,aROYbBuyXWhljzTcMxs,zLSSqknAbD
-1671,-1147,1032,2701.1797,6761.1546,2546.1409,aXshGDejl,BPangUZXFiuYzZn,bStdhsS,F
6381,-7550,6218,-3799.1379,6738.06,364.1632,JVuBqKcIlK,CBX,ZLblYtqxoZsEbFPfENYX,RzVPmLLsZDp
-5295,-9444,7006,-4272.6228,9730.6159,6698.3028,wPLGJ,EiHaHNFvKZxQ,GngOwip,swIpe
6743,-345,-7862,-7298.3836,9858.3722,-9656.2227,NZyLDseiozeAqrlDNwy,KmTr,XSbDOfHozy,cSFgTwjLaYYJKEK
7812,-6570,-8877,1336.9951,1284.1322,-462.4134,gaaCwjpSyWSNawStq,MJONrSZHZX,xQIXOnLnjYVkou,XmgSGxmOwLLwfeQfbYkP
5033,404,-6924,-7494.3147,8965.4636,-8477.6686,V,joYfcvZlrUuFMWGzRxz,EHuqJKHZsW,c
470,-7825,-9679,7569.8049,-6328.7578,6566.0935,JmLWwxhReE,F,HYH,EgYmcLvtMcbDDcJIQV
-3375,-937,-166,-7672.6834,7035.8027,-4268.4611,eMeMrMQIOXAFdP,ieCDGfWsyxhx,WYSUiRvDOzeYmpE,BalGlYOmrZP
-89,6703,-3123,-2639.7671,-9020.9401,-1261.9653,zJOlxZyCkOhISD,SBcoH,UczZCNQIw,HbhXvZlxafqCiKHcd
6231,-19,7309,4122.2311,365.1538,-3206.975,zaPiiwUTVL,sAZec,t,uelIfsST
-1877,2352,2022,-2811.498,-5896.1238,3518.7187,ZoepShQiCgWy,DYVSGMtuqPVlaNrUQHf,oqCq,HDCzSSroYntfR
311,7455,-5613,-9662.2202,5706.3461,4488.5548,jEfAHeHz,JCzLr,JuQFpHTjWXZyYmxaDn,DDEtnAUUeffwNUvR
-4999,3049,-4982,5078.1866,-3740.8492,744.4593,ewCeT,xCTGiHaGuOaAyG,fzTrNsTVjAsWq,ybG
97,-1816,1161,-5915.2583,-7213.8406,8631.6321,pwoOWjWYnImLyEgDMnx,HHQhRolOwlkYU,pegJaqAUNTPUQIOp,UqjvtAx
-3299,6022,4988,8233.5775,7532.2199,4752.662,OBUDdyX,CQUSDwIxcDmgTsGfh,xreUuRIVGd,kyhBF
6800,5786,2184,-1392.1501,-9024.3699,-970.0502,EhUsrfLsnh,rSAmkAuk,PARgaQgmFUCnxYFLkrIL,JFOgNCmxpbcPkQuD
-8236,-9891,-2990,-1354.7832,-4199.2097,-3857.9145,sCFtcVHoJwzLrusPJ,Z,ENUhlzAqE,IpWKoGQqDgYBP
2045,681,-9993,-5012.0159,-4747.5536,3375.7796,Zpj,kBdyc,VJowiccsjgYvL,YLrJhkXFGzM
5255,-9667,-5984,-9714.8499,-1376.7161,8259.3855,GHpYfwWWEbYYeORegXF,euBOdoOVGTeL,fnvanPo,YGNzeqP
5502,-1109,7161,3453.1292,2298.5337,-8952.8052,XOBvvfxpcGT,vbjZULpZmSV,BUOPwgWIMiwBpbsUaR,XX
-2306,3441,479,-8379.1056,-9010.3526,2925.7864,Syjc,ReuqtLGqYuyMpyu,gZBEnrVyXVT,oITYONkRkhURMNB
6012,-8667,1791,6669.0982,-7854.6733,2924.5799,pj,iAqWo,EPRioroD,ZSKPXlzsKrd
8842,-1099,-4773,-7786.9376,-8155.0686,-886.1761,EaDsvuNRNlLlbaNsQY,dK,ofrqQP,fCrUfMdqePCOPTsJ
-1069,-1182,532,3652.2208,-8385.3811,-406.5802,DZbRrYJd,NSOvw,sExfQSAMnOTYlTzR,O
-687,806,-1363,-4823.0201,-7115.8336,-4129.7591,wyPuC,aoAWuWi,WFAWkDQTfpROQWYfG,ZcSXIfKpb
460,-8996,1128,-8941.1577,-7822.4924,7703.524,fbhgo,UsMseFFTDwD,wOKxLjUqSFLBnUv,Cp
9341,-4778,442,-2783.6577,6466.6681,3996.2951,YL,GZFAyTje,KWwAWy,zNDpkLCSCLkzOIhZBM
-8064,-6023,-7281,6259.5526,-7065.0407,2362.83,oZ,Xxl,TZjmdDTDEBsaaW,gGZUjexppEBvZroBDMU
-8731,5272,-1566,595.9607,-3694.1631,-543.6656,m,hlpECPWIEODXjkrXIfUs,LAbHymQJWkJcTJjADp,NDYxKNzYp
3370,4932,-9439,-7362.1965,-5881.1713,-1125.3634,ddMmfozmvuJiV,EKVf,ZComEGBQ,t
5318,-1177,-2203,6075.7651,407.4259,9395.0683,maufTzMMLCZTeBkon,spwOZ,jrqKxTgJlXIwUnPMd,tewBbzRQK
3493,-4470,5077,1670.8264,3067.5396,-6700.8741,GX,vFPqhacBAIcSVwWlgeA,uLJXIZMA,UdfPMhGkTlIXBxWmHR
3333,9579,-6012,3755.8135,-5726.5725,-2877.0726,ORwEMlonvpcgFackHKA,V,OlpmUAlXdp,mbUvkObjfYknbBfeNL
-9277,-2944,6024,-4055.8697,-5866.3668,1386.3025,WVqvmrGcYYioD,aklWIbe,tLNckSEP,GvXpbTRER
1769,9526,9355,7602.0557,4284.1207,-3398.1122,LELXMHs,X,oMmxNYuEkEHRsOHVk,ugTj
-6262,-7734,9987,5111.6697,1752.4683,7061.6734,aLWXd,Wi,KSQADVMnCjLQpeQ,zKnsVpWnwQ
-9188,-9852,-4152,-5372.0778,7567.4324,7904.873,MFNWQaQDlxRkSmLTTOJZ,RKHSGP,Fg,xqHNIeOgjIHTgTHzY
5070,1212,3783,-9597.5385,9987.6433,-9729.8753,s,WydoUoAoTPjSrhK,lmmNgupdybZSorGAfX,wOCtMxbWDyFuLB
2140,3374,6352,27.3021,9221.9508,-3262.9481,uTwGJSNolWQlwez,xBEHYnbftuQicvfZvhg,IlHhBIRI,hmYBjjBdigpJfdxImU
7241,5065,-7635,-7176.3015,-3414.7376,-5039.5635,tGehsipp,KKLmRJRp,PViHqzySAZNtdPdar,OfE
-8334,-8284,-9916,-5180.6452,-7522.5693,9653.3176,VHjYfY,gyNYiBjdiJnIPcOabIF,CAQzHCitZVDizJlhPUOl,RhErhEuo
4039,1083,-4928,4626.7361,8552.2613,-3048.7496,cAZV,azyncDBwtR,lvDPpsLvSkHkyho,yWVz
9549,-8694,3941,-6794.8711,-3355.3807,1436.5533,hzoUOUlPtjnTTSfBZ,gVgEn,vXlppbuFlwljmNOKDL,dQlsQiikdlc
-4151,6698,9385,3263.037,-9429.0733,9691.0945,bvbyvcKxtAcso,JenTJgnAJyNmdKtK,Fjpetkgz,ZLUJOKFCnfqwWpVd
5742,9768,4884,-9599.5007,1149.8757,-4543.284,cxgncKPmEmvreb,jkA,TsGQJWYrrMrXSaIa,aBexbXnmSyaoqJyIokG
-3790,4031,7567,6382.5157,-7050.6633,2887.453,AOVBVyQfUsY,JZ,D,LvxTNVYxSo
8476,-2024,9617,-7113.9395,-6366.8347,3205.4313,KFnjYpUSPjIDfzSY,d,dsySxA,vpTcCTGBUkncGvTd
7745,-4317,-3506,-9354.9573,-5031.1931,-2960.9562,ej,lChwLNPJIfuHn,ba,XVEtylkuZbiKKDYEJH
4350,-1145,9365,9602.0754,-2737.0438,-2767.8148,aVxVVvBTIsrPbetAZdE,sVWHcgJNEibT,yHVbQYCTvwS,UXggAqJgocob
4089,-7294,5623,-6165.6576,-7377.6083,-3794.3034,QazEq,Ybnici,kQAjxlzjzMpLEuONwGue,hcmWNORf
4421,496,-8329,9799.2457,-7559.2338,9047.0298,XrfKqqvZDdLupTvpg,yPKjxsdcw,TqtvFieuuJa,fCYiuLtnDAfJXkS
-4427,5701,-4425,-6359.4649,4793.7568,5437.9532,gRopbFgTkmdVtf,piISjaJjcKGmFLcNPbO,lStodlRFsGNEBDIBe,xbJnLjjhvgbHHcq
-6555,5822,-1667,-5467.2167,-2718.8161,-2563.9402,A,hPDNmIXjHb,j,PA
-5423,6048,-996,270.9953,-3767.5687,-8074.0516,QelMGrLsDn,NKmXdWfTj,GlrYqdTqHgLKknPdZwgI,caqsedmnJugqAL
5212,9131,-3239,7184.3107,-6606.8418,2390.343,XCpNvPvmXsan,kKSjfIvKAkQICc,SBwyFAHwLm,mqtQ
-3462,-3874,1643,2020.6446,461.987,-1894.3949,UIYLXNyWb,RDNUPCuYTGFdLi,uVAfh,jodiGlzWMvZumsQ
-3230,3424,7111,-3842.0059,-1698.1222,2835.1103,bskWEiUbBzxA,WxxaPTlyB,wTUUusUCg,VlFfFbc
-2858,-3220,-6801,726.696,5898.1116,3234.5312,NvaIAWoNnvdosCqmAr,sYZkGssUFUCuDdEb,BWJJns,ZyUKDZKkuMOEU
-4737,5716,5809,-756.6386,2221.9318,-7220.322,pnV,tyFmwZPaqDzWYDIBM,OlfmnKcWXKyGDNQgQXXY,AiOfpAAkQWwNvt
8637,7587,-4663,-7775.6312,8015.4126,-875.2644,TdCN,whGxKTTywjYtIHsK,zcoYiwxpELsZa,GpHEdxe
1998,-8919,7914,3531.3224,1988.781,9664.5572,GjVgTjjJgkH,dfBHMWtYuhbZ,KqL,vSzdiAFDBqRjcGQwfyrM
594,5364,-1504,4409.0517,-6731.9624,-4320.7847,Lm,wKafjYmoxnqOV,WybIqYfJt,DRLpBvHaNrCajI
-870,-2036,-6715,-7168.9898,-1525.8666,3224.7724,izgeCxAyDdKYq,o,oSXUCrUdlPzbnpuBA,MvtmWY
-3308,-9940,-1588,-9671.7193,-3052.592,-2458.1919,xfibTAIuImV,riULofXwa,bwdhif,NBM
7967,-5257,-8682,-4922.4425,-7955.4423,567.1428,QzzvIp,SiiMWD,IbpPYrdXJeCJuHPk,RBhGa
529,5532,7332,8822.8156,-8445.5176,-6684.8324,hvMsolyTIaEehaJb,IZzCqLe,RLsA,UWWkDjByvPrqeJZT
2094,-6017,418,4030.1922,7984.3222,1515.985,jvOFQQKCB,uJKvEOnpGishvjwtHmBU,MUWr,HhwIsoaTfrGjh
-303,-8808,2880,9645.4714,-7296.8113,-3221.5565,BBZTdkHeXFIPN,MeCWfbmAuFT,BUquhqRNwXl,jXLoWpjaiZdsaKaomr
-6303,1362,3723,-7683.7285,175.9535,-5309.8667,AEyThjIaJszMfLYJf,DwgnEfw,cXTKbucNDIU,xBuqISjjMEfbLQCd
4821,-1181,3808,-6512.8367,5738.3688,-3685.7406,wmkaGMW,baMlMOKmAV,jLRHtyLYJwMjBCzvTaBe,YrTgWfnYVqof
6577,8944,6489,-6314.2499,716.341,4911.9987,PqNIVQrYbrmjD,nkvCzalJOdVCNkSjHs,omp,YdLBtAUODIjqTpJG
-2435,-6981,2374,8533.3458,2608.8441,-929.3338,kQsfH,POcbzlCBVdni,OZTiJ,mLjXxMUxwd
-6629,-7583,-82,2673.1518,-8520.713,-6823.8162,VVoAHUJOUGBucAUAu,iGAVwhStUxRvHZRcFd,FXA,puigMLlIzuIhJXwg
-3423,-4245,-1839,9934.057,3295.7167,6436.3739,KDBjGHdbXwThym,clQepdQB,QqnfoUNnSTWVotdNthZW,zAPLeNQIijktJxv
6682,-1781,3275,-8421.9377,-599.6236,2528.1208,A,IFalIxEhKgrzluNIg,AQOEBCztzP,eBBn
6854,2493,-1089,8868.989,3184.9742,6331.9812,gGyQGzxL,LOcFWikhJeqHYWynU,CKX,ZdzLDcyzTVCesuxZwxt
-4600,-5989,8475,-3800.9022,-7074.7556,-3936.1917,fh,RZ,KYzQ,sRqVskXEdeyXPrbP
7006,7039,-1634,-1275.7422,426.447,-5069.8799,IkgYnczfCvdn,pWyxvpJhRnb,kwDqygabAMYZ,zICQDY
8250,9958,1172,-5285.8493,2133.9217,-7447.4629,IwHUlgx,uxhVZXzhl,NEuyw,kgtIZlGUmWzEdYpCbg
3162,-5557,2381,9732.555,977.9299,-3836.233,xqBuSYQ,MqQKtlCMTQBQfU,nyYtjotanxBJeDPiZ,q
8563,-5502,-2516,5425.7891,9374.1383,5957.0976,GwUNxayuDU,xBppxnbTwQZb,SNWthJBB,Yygwv
3131,-6513,2972,-1245.9763,8490.4082,-3559.2655,uqjhzQEj,OKbeTffqv,MQFJCspoYvSLyNpnY,GmUOxrYyuARlN
-5904,8129,1620,-3341.5747,816.0056,1531.2707,EmLRplrdGVhoMQVAphwZ,PBWYMWCf,UxugsblwUK,pUoSXCskCYW
-6707,-1566,-1291,2450.6377,-5368.4577,7646.6386,edf,sicVZXUvXUvqjPyeFg,xtFmo,EXtUDGE
6299,-1632,6010,4891.4869,-3857.819,-4122.8822,JckbQOjaKWyOq,akT,fQecdQiLheCVfJm,bjzJSOwkekWnPNAIx
8105,9790,5832,4214.6883,4817.2285,-9119.2607,RKluHvXKlVTEnAFS,TZKuUsXSYrDg,cL,SBAOjYCfvSRrZOUu
-1541,2152,-5519,2868.6292,9181.8904,9681.1037,iaIHqeIZSac,bWHCPgcebinBglE,yXRiLcm,uGF
-3390,1254,-4440,-6599.5861,-9702.4171,-2201.1278,umUSbETyYjWefvCv,jDR,FIEgZhDQhdCTq,QrRGYtczqUBhRd
2127,-3818,7638,-83.0555,7918.8563,9457.9634,bFwzJtslX,lamgryypqQn,uvRwGnPbWKhE,OybkGZkZkc
8126,-8307,9981,3424.4072,7863.587,-3229.7193,tnAZopvxnfRQCpcpSS,hSJvNz,jXqzSbeaBYGrLWm,y
1542,-3901,5327,7928.7956,-5145.5894,4404.725,LEYcAoqgzXE,XtUibxk,ibw,PIvzZayEWsnmj
-2582,2299,1729,5470.2483,-947.1557,-7876.9206,mueTaKCF,LUXJvjWoxgjnGP,cqP,kplfo
9833,-3200,9029,6456.3721,6071.7973,3657.3173,gBIbKKZzsVyLEnGdVkQ,JmxAEhcPjes,gBvdutxJcCnROFJtYC,ygrhUFvmWsIQaqVgKK
-4810,-6499,4733,8126.807,-3047.9706,8309.2631,aZLxcGtktIYiqb,qYrZcuv,joIFFRbdqVy,kMZTHvQdj
-5756,3097,-3118,992.6605,-8484.3246,-6736.1623,QQbGDdbzDTirsj,TteEbRWvmux,hwJvKXDgArZkSDwXi,ekTTDsqsOkQaqXUXAESQ
-1618,-9397,-3637,-7641.0175,-6967.817,-5825.543,gQefABFSSXsoXoKPWAtF,XJnSA,HmxUqOTwvsiUd,t
7287,-4878,2886,4069.2425,3529.4871,-2577.2852,SXCwyNeXhDhsVNWzlUZ,od,HzQBviwvZKYLfPp,Gqtjpu
2091,-9013,4460,-5318.201,-1605.8177,8565.3504,VUpCL,anmvhXXUo,ftDvWtKYWOrXfDpZnA,y
-3804,-8381,-2816,383.1099,2019.0288,6289.7391,QYqIjkkvwuHItIF,cZ,vTUcDMe,JiI
8814,4674,8103,-8282.5664,-9488.8279,1534.814,QeXWdGGdvugWTuyQ,rPVpwEGaF,sI,VCdfmotIbuiJduYRoBl
5679,-8120,-796,9072.727,-764.5402,-133.4929,oRcBKMMWlJvtZy,dH,RyxmEjy,piPvEAuWTb
8730,3560,-8839,-9708.4241,-1820.3051,-8029.7063,cZRSAfAXtSrhSOqaoe,Ub,Il,ibfxRTGSKUnxlS
-5249,-3444,-165,-4887.5967,2431.6306,-945.1524,xbjZwXJbjDrPfZSTlyto,OG,jqzKFylI,zPjdnAf
-4225,-7586,-6085,2463.7787,8166.9767,7007.6995,vJhDAE,LUCDkCcy,hTrXwwDDtzaROvJixXw,nECEthgqOrmOZK
-226,-8279,-6480,-3675.8723,5890.8975,-9297.9547,XUDX,ROCjbnmsbQmMyQmUIxm,KyjjYGHmox,wzfofkfEYYngoSROI
-7625,-7194,8028,-2140.2843,-575.8118,9400.8243,wcRENWC,yRCVpPAKlnrDriZd,SWFhgUdJQwCH,LmQsxNjQ
7984,-263,2691,8669.5633,-8976.9233,-7076.5828,hZOd,BjvFKyGSdthrnp,GHgiuDguEnyeMnDPshm,aW
5808,5651,477,4219.9632,-6737.311,4782.3082,jowNhBhjWXSZ,k,CpJXljYvZeOYYZNSj,VSRdt
-8532,-8705,-1046,969.9009,-9878.2697,6360.6085,bwVmsKAYJXRubbmuvh,FipJvDrXKgsot,xgzUuZCZ,NTpTHKFimSGC
-7626,-3694,6558,9390.6653,2579.5119,2207.5571,ojG,wyEgvpkFKMOIxaeZ,j,GLJTMpqZePIGqSaLmoWv
-7478,-441,5339,404.3282,-6500.7192,7576.9838,qjtAmZETAulWkUOqAwls,wgLVDFotLJGpGC,b,bZMyKiBnQITyWkqkFP
7359,7253,5262,-6572.4201,-3941.1653,7378.2022,QoxYfHWR,If,jcQcBYFR,zvoTQTwqDiYuCBjW
4374,9421,3184,3429.3459,-5883.6123,9716.7243,MQFLjvUYgueQRY,ScWDyKBiZsFACIvGeHq,HymiIFjU,QfQGuTbgtUoFRe
-2663,2039,-3130,-4811.0563,-2640.9765,-1905.955,tCRnIBtXLuOvceEW,PuegvffkGjRpW,TUEZIQv,ZObrSUFh
-6739,-4518,7029,-4787.5243,-962.9279,-3169.5459,TSCpOAJbteyBZlGRNMP,xGofRA,LXyODdaTziaqqZlPorb,cnzNrvSNay
5763,-9521,-3925,3468.2049,-3785.4133,1546.5359,LoHBNypspGziBFeQeb,RkgDMaIohpIqXp,vFZnaSJwGwm,SUCxFkgzhftOkpc
3824,-5,771,-2308.2023,-9348.3883,8476.613,UlGBFDyYeOron,ptUSxs,FEEqbFDOjaKslA,HVyvgVC
9034,-7076,6368,7222.8522,-1668.2677,5684.9548,pLSYHiN,QjjSqKn,gf,dQuMtWOuDzJYmz
5899,3399,211,3471.6681,2162.144,6727.7962,kxeHcEdOxzarH,aKJ,tmVlTVWeQwsv,XayvPNOsRxAAKy
4225,6513,-1126,3060.126,-157.1638,5973.5553,OZKqgoEuCDBJUjj,rQFikq,QDOpDljToPSskWpMy,AwHaLJP
6091,-6715,-1399,4628.7742,388.9029,-7510.2412,o,AHIjj,PIRzCOquypVRPF,LNddsHGkmruXhyRMz
8515,-148,-2768,7274.027,-8194.2108,6168.0305,wjvsquqNT,L,MqvOFYDgLQf,RKCiwLN
-1629,-9227,-3224,7597.1022,-4606.19,1001.426,UtYQOEiDLtmmHvFpvlJ,pBnhUqBdeVYghf,LARvfVFFmcnQTA,or
-230,122,-6186,-6510.0099,-5100.4728,-7560.7602,pTWYACHjTMjMnRNJ,EUYmmEnjyyDEMj,hIfOAeAXm,kPTYeH
5354,8239,9661,1098.0242,5013.3262,6866.4234,EcF,oWbZRQDZXKCePxZnY,KawqDBhpVas,eHPOKoVxruOdbzlJG
-9433,-555,-7034,-7382.8742,9479.2561,-546.3605,RBZaUqbX,JYeVGNHXw,roIYM,qPONSzjAeC
287,3618,7715,-5406.7036,-7988.6268,7678.3377,xwBbSZs,Udhvxa,WLvoqctsIkacL,TPtvmPCLZI
-7143,-5934,-95,-4581.8072,2364.829,1899.215,zlLx,Vfocackovml,Fc,wZmJ
-4761,-3840,1890,3684.3675,1616.9062,2383.2088,sdHQfQj,CONaAxEWqmPuMpNIeHuF,yqfIMbrweUcXecsUn,AmNkYDBujEPzW
-7966,9025,4360,-9863.0302,4129.7558,6784.096,OKH,zqKZxaOZqIRXyTdHatqs,hEBFpyIgjYt,GNOaGpxQkIVIf
-9651,-4615,8128,8138.7993,8450.8236,9035.9604,JvTlDNOuSzRskDU,zRabmoqx,njBjXpdSSUVyJK,LkDpCYTKQRHpPyUSGc
6210,2315,7462,-6554.4788,7565.5977,6457.9479,QxCFkFYiOTM,ZylmNlEMEBecAyE,DDtFekavAtttDJcAopC,hnDxgLhvFeBlMmN
6887,9802,-379,7546.0389,-7177.1386,-4333.5756,ChfCfAmjgIaCEnDXnEkv,mlSTLizlyoUP,KYKBomE,Ism
2764,1352,-7140,-8241.7333,-2844.4611,-1923.7145,aGxlpDYcxj,GSVkqEd,ZrEvVMFbmGwfOTwAe,GUGnzJzYVu
-7207,-2188,-2923,8163.2599,-1400.2484,4119.0602,qG,CtFabtqkYuHH,scjdyTK,j
3622,1412,7485,-9872.893,-6721.4377,5284.7818,bP,vCxVhjwF,eua,VAhSsm
-231,-1300,181,-4226.4826,1576.6973,2543.0498,ctnTXxqJgkKeZCeoL,sHzcsdyVzp,vJJdQdZNDmdBX,OQibvfEb
-1743,2435,-7404,6839.7652,6144.2843,8168.299,qGzXoQW,NsxxACK,WUVflATlVuGJXzGpd,RYhivqNM
6491,3393,-1023,6111.2165,-903.9842,-5788.6228,LaFgEqki,rNUtRntbhOQfJQzJi,AvMKCizsoac,erYXIHrtgPJMlSnUQxUM
-4641,-7393,-8405,9250.4785,8966.9755,2483.4426,YTYbZKSl,AEwMJqKwdUHf,pafClBtXHy,a
-4791,-7583,-8358,-4035.7316,-6550.8463,4846.7272,ZwkhAf,gCPTyR,jFzLmJcnEZPccpa,KObuloRnHNmEVA
409,-1115,3559,426.5586,9593.8322,6590.3353,LdtxRc,OVKYro,RTQaaRCnNbSqtGD,COc
-6730,-8146,-6717,-4091.6757,-7490.1309,1616.0075,INwAIEZeZtJ,rIIoPJVHfdR,CaUWYSlplUuSibQOV,dl
5014,-5955,8180,-555.5385,7673.5716,-4771.4905,cWwsh,ZUMPnXqRbiSfIoWte,dTbQKdEpYoVsQlJDJyqx,JRhCa
9528,9990,9552,-6442.7199,3394.113,-3731.7704,xbd,MQQzZHHzsxYII,PhGeapGaKeTeWJJCB,cLlycsYLEqUv
6735,3118,-2159,-9411.4108,1639.9985,9445.5854,PVedOeSZyDeNx,UWXX,ZmAnClJvZa,VcKlLxRtbhbMPR
-9394,8083,-354,-7888.5644,-6294.6977,2019.6981,JGyQxh,D,FoO,lhwotyKu
540,-4367,-2626,2643.042,-134.8506,-9106.6411,vtjVW,guCeUsaf,JfXqnTQYqfrF,uzfTuRDiffJenA
7652,297,2119,8396.2489,7873.2851,-1775.3784,aOhGmHoJBzPkLAaTq,zKqXmSgDksFJnYVz,DUZqLYRy,teLtRAf
-9248,-917,3315,9964.1307,-7054.9054,-1041.8776,SDgdCdWuPKQRFfoIyRfY,FMFoBmkSHIWpVVZubwb,rJ,JSLghjNmtKok
-5857,-3335,3439,-4498.7205,-181.3862,-4775.8572,iylpGhwgQOmXmJvjId,MpNEACVyvaoniROiQKv,LoT,DBKjLYrtNLYcAMnE
6704,5052,6847,-9775.816,-3226.2338,5528.6453,rBorFwDsYbYhjPRvgyzi,pSoLRYPhDmO,T,nbPMbKb
-9260,-4396,-1514,-4983.3583,6241.3545,6482.8133,jniufqtaU,elBWdAha,iqSUXcMln,pAfAeP
-8184,4253,-9637,1300.2385,-3705.9997,2771.2978,ZvZurpEN,xBnnNnJlpADdYXNnHPzP,nDr,xUhdlHBQFCxmD
7181,5931,-6311,2756.0404,-8913.5427,-2338.1513,Z,uZxBlpNSglCf,sXCgnAYGoJQOnsmNKNYF,BoCpmaTlRKTlro
9184,-5537,7870,-6451.3111,-4604.3082,-102.0102,ngQBRMgsRoKKgktvvL,LwKKhOvIj,xZfhlSHOZEiEOOvX,RYrxFnphsEkQxic
9916,5011,2533,5152.7209,-2299.6272,5091.5124,AtcNIKQBGkhEApI,xqookdmdvKeRCCqkpob,rWomoc,EIvaUZZjwg
-5086,-7809,-8135,1474.431,-5827.6679,-7050.2115,VouEclJWCLigtcq,pFnfcItzUvzIVe,aPC,VwPjfWwIwHCQBSdk
8407,-1447,6689,7125.2009,-3629.8054,5668.0609,wK,xGMYDjRSPNBiTZpLvuOK,nUyhLGnS,pwzDBjIlRsDGTVr
8386,-3754,7423,-5130.7381,3463.0809,-1554.5912,xXTmUjGnWHYJqcr,SusBHmoKLmYjgxDBfLL,YGZNwFd,gDJJCiaj
-1726,-5078,-4597,-1734.1952,3950.4801,-754.9957,foqIJG,gv,fSioEyh,mksMlHLzORPZe
4544,-53,582,7330.7361,-6177.9098,7308.7004,MvAhfFFjsdnIGFRTzKDJ,hOILOmiXOYgDVuQJiGkj,lOeoA,ocQFgRIhwkuPaNBu
6300,706,8883,-2989.9814,4814.8619,-8310.5948,lOCdvJK,qeMXMdcGTOkXnKutMLh,xKkKabWGlSijyTSmc,DrVPqAQEea
